id_cliente,edad,departamento,plan,tipo_contrato,meses_antiguedad,cargo_mensual_soles,gb_datos_mes,minutos_llamadas_mes,lineas_adicionales,tickets_soporte_6m,caidas_servicio_mes,dias_ultimo_pago_vencido,factura_electronica,churn
CL800280,60.0,Lima,Postpago Básico,Mensual,1,48.99,35.0,288,1,0,2,5,1,0
CL800281,42.0,Lima,Postpago Básico,Anual,7,55.01,8.3,441,2,1,4,2,0,1
CL800282,40.0,Lima,Postpago Básico,18 meses,1,57.71,25.7,397,2,0,2,0,0,0
CL800283,28.0,Lima,Postpago Básico,18 meses,5,73.18,11.9,304,1,2,1,0,1,0
CL800284,,Lima,Prepago,Mensual,20,28.86,6.3,355,0,0,1,1,0,0
CL800285,22.0,Cusco,Postpago Básico,Mensual,13,52.79,26.9,533,0,0,5,0,0,0
CL800286,35.0,Piura,Postpago Básico,Mensual,13,62.33,14.8,428,1,0,2,3,1,0
CL800287,43.0,Lambayeque,Prepago,Mensual,3,30.09,10.2,372,2,1,3,11,1,0
CL800288,54.0,Cusco,Postpago Básico,18 meses,9,54.04,5.0,293,0,0,1,3,1,0
CL800289,34.0,Lima,Postpago Premium,Anual,2,144.02,17.0,651,3,3,5,1,1,1
CL800290,42.0,Lima,Postpago Básico,Mensual,3,46.47,14.7,407,1,1,7,1,1,1
CL800291,31.0,Arequipa,Prepago,Mensual,29,29.61,6.6,266,1,0,4,0,1,0
CL800292,40.0,Lima,Postpago Premium,18 meses,15,142.61,15.6,491,1,2,2,5,1,1
CL800293,26.0,Arequipa,Postpago Plus,Anual,4,88.03,12.1,460,0,0,3,10,1,1
CL800294,55.0,Lima,Prepago,Mensual,4,33.65,2.4,361,0,3,4,2,0,0
CL800295,27.0,Lima,Prepago,Mensual,21,31.65,7.0,296,0,0,1,0,1,0
CL800296,56.0,La Libertad,Prepago,Mensual,12,30.64,17.0,368,0,1,2,4,1,1
CL800297,19.0,Lima,Prepago,Mensual,7,37.3,8.0,271,0,1,2,1,1,0
CL800298,32.0,Cusco,Postpago Básico,Mensual,4,64.37,18.5,350,1,0,4,4,1,0
CL800299,18.0,Junín,Prepago,Mensual,8,24.07,16.1,314,1,0,0,7,0,0
CL800300,53.0,Áncash,Postpago Plus,Mensual,2,55.26,4.8,290,2,0,1,5,1,0
CL800301,34.0,Piura,Postpago Básico,Mensual,13,49.32,11.4,314,0,1,3,1,1,0
CL800302,45.0,Lima,Prepago,Mensual,3,33.61,18.2,253,0,2,2,1,0,0
CL800303,42.0,Lima,Prepago,Mensual,3,24.51,5.3,203,0,0,1,0,1,0
CL800304,36.0,Lima,Postpago Premium,Anual,25,139.42,11.1,546,0,1,3,2,1,0
CL800305,28.0,Lima,Prepago,Mensual,4,26.44,10.0,204,0,2,1,9,1,1
CL800306,41.0,Lambayeque,Postpago Básico,Mensual,8,58.56,18.6,394,0,1,6,1,1,0
CL800307,18.0,Arequipa,Prepago,Mensual,5,24.72,7.0,313,1,1,3,3,1,1
CL800308,18.0,Cusco,Postpago Plus,Anual,5,88.06,39.5,541,0,2,2,1,1,0
CL800309,27.0,Lambayeque,Prepago,Mensual,16,35.05,9.6,370,0,0,6,4,0,0
CL800310,50.0,Lima,Prepago,Mensual,4,30.36,4.9,215,1,3,3,4,1,1
CL800311,,Lima,Prepago,Mensual,20,29.19,11.1,400,2,1,2,12,1,0
CL800312,49.0,La Libertad,Prepago,Mensual,3,25.59,7.7,319,0,0,1,3,1,0
CL800313,,Lima,Postpago Plus,18 meses,5,69.4,22.8,481,1,0,1,0,0,0
CL800314,18.0,Lambayeque,Postpago Básico,Mensual,16,58.28,8.8,401,1,2,2,14,1,0
CL800315,28.0,Lima,Postpago Básico,Mensual,1,44.77,8.9,315,0,1,0,14,0,1
CL800316,47.0,Lima,Prepago,Mensual,5,28.91,6.3,106,0,0,2,2,1,0
CL800317,43.0,Lima,Postpago Básico,Mensual,12,52.44,10.1,245,0,0,0,1,1,0
CL800318,68.0,Cusco,Prepago,Mensual,32,19.52,22.8,158,0,0,2,0,1,0
CL800319,18.0,La Libertad,Postpago Plus,Anual,4,87.38,37.6,589,0,4,0,12,1,1
CL800320,35.0,Cusco,Postpago Básico,Mensual,10,48.69,8.1,258,0,0,1,2,1,0
CL800321,39.0,Lima,Postpago Plus,Mensual,12,83.46,8.3,501,3,0,3,2,1,1
CL800322,28.0,Áncash,Prepago,Mensual,6,21.46,1.9,437,2,0,0,1,0,0
CL800323,,Junín,Prepago,Mensual,1,23.59,15.8,382,2,0,2,6,1,0
CL800324,35.0,La Libertad,Postpago Básico,Anual,26,57.78,29.2,383,0,0,1,4,1,0
CL800325,18.0,Cusco,Postpago Básico,Mensual,14,42.85,10.7,322,2,1,2,9,0,1
CL800326,40.0,Lima,Postpago Básico,18 meses,13,29.31,44.1,378,0,0,1,1,1,0
CL800327,37.0,Lambayeque,Postpago Básico,Mensual,4,35.68,6.2,750,0,1,1,7,1,1
CL800328,34.0,Lima,Postpago Básico,Anual,1,55.68,21.9,327,0,3,2,0,1,1
CL800329,19.0,Lima,Postpago Básico,Anual,59,45.8,12.6,294,0,0,5,4,1,0
CL800330,37.0,Lima,Postpago Plus,Anual,26,98.92,2.6,328,1,0,0,2,1,0
CL800331,54.0,La Libertad,Prepago,Mensual,11,26.79,,161,1,0,3,9,1,1
CL800332,57.0,Lima,Prepago,Mensual,31,31.02,7.0,439,0,0,0,1,1,0
CL800333,26.0,Áncash,Prepago,Mensual,23,37.26,15.8,171,2,0,2,3,0,0
CL800334,46.0,Arequipa,Prepago,Mensual,9,33.0,22.3,226,0,1,2,5,1,0
CL800335,23.0,Piura,Postpago Básico,Mensual,8,70.63,14.0,368,1,1,3,2,1,0
CL800336,26.0,Piura,Postpago Básico,Mensual,34,63.02,7.7,197,0,0,0,2,0,0
CL800337,45.0,Áncash,Prepago,Mensual,2,37.22,9.2,428,0,0,1,1,0,0
CL800338,40.0,La Libertad,Postpago Básico,Anual,5,46.53,8.8,302,1,0,3,3,1,0
CL800339,35.0,Lima,Prepago,Mensual,48,30.4,13.5,358,0,0,3,14,1,0
CL800340,43.0,Cusco,Postpago Básico,Anual,46,64.24,11.8,536,0,0,1,4,1,0
CL800341,18.0,Arequipa,Postpago Básico,Mensual,56,63.27,18.6,350,1,0,3,3,1,0
CL800342,40.0,Lima,Prepago,Mensual,11,23.03,11.9,335,1,0,2,3,0,0
CL800343,41.0,Lima,Prepago,Mensual,11,34.61,5.6,258,1,1,3,5,1,0
CL800344,38.0,La Libertad,Prepago,Mensual,23,29.97,6.5,345,0,1,3,0,0,0
CL800345,44.0,Lima,Prepago,Mensual,24,28.58,11.3,324,3,1,0,3,1,0
CL800346,18.0,La Libertad,Prepago,Mensual,23,30.34,12.3,375,1,0,4,9,1,0
CL800347,55.0,Lima,Postpago Básico,Anual,5,43.65,6.5,419,0,0,1,2,1,0
CL800348,56.0,Piura,Prepago,Mensual,10,29.77,7.5,218,1,3,3,4,1,1
CL800349,59.0,Arequipa,Postpago Plus,Mensual,10,80.85,25.6,192,1,0,2,2,1,0
CL800350,42.0,Lambayeque,Prepago,Mensual,11,26.75,3.0,534,3,0,2,2,1,0
CL800351,32.0,La Libertad,Postpago Básico,Mensual,8,54.36,27.3,325,0,3,1,3,0,0
CL800352,47.0,Áncash,Prepago,Mensual,1,41.09,23.2,331,2,0,2,8,0,0
CL800353,50.0,Cusco,Prepago,Mensual,8,32.53,4.0,418,0,1,1,3,1,0
CL800354,36.0,Lima,Postpago Básico,Mensual,2,60.05,10.0,324,0,0,3,1,1,1
CL800355,55.0,Cusco,Prepago,Mensual,7,29.56,3.9,288,0,0,1,3,1,0
CL800356,41.0,Lima,Postpago Plus,Anual,12,73.64,37.5,345,2,1,4,2,0,1
CL800357,29.0,Arequipa,Postpago Básico,Mensual,10,53.24,30.6,352,1,1,4,1,1,1
CL800358,42.0,Lima,Postpago Básico,Anual,22,60.01,4.9,425,0,2,2,0,0,0
CL800359,45.0,Lima,Prepago,Mensual,8,27.74,2.0,308,0,1,0,2,1,1
CL800360,46.0,Lima,Prepago,Mensual,8,31.85,17.6,121,0,1,1,8,0,0
CL800361,38.0,Cusco,Prepago,Mensual,8,26.0,4.3,318,0,0,2,23,1,0
CL800362,28.0,Lima,Prepago,Mensual,7,29.95,4.0,322,1,0,4,0,0,0
CL800363,51.0,Lambayeque,Postpago Plus,Mensual,48,86.68,28.1,387,0,0,3,2,1,0
CL800364,18.0,Arequipa,Postpago Plus,Mensual,15,99.51,34.5,523,0,1,5,0,0,0
CL800365,37.0,La Libertad,Prepago,Mensual,16,29.97,52.3,419,0,0,3,5,1,0
CL800366,43.0,Lambayeque,Prepago,Mensual,16,41.56,4.7,89,2,0,0,3,0,0
CL800367,39.0,Cusco,Postpago Básico,18 meses,5,52.24,4.2,538,0,1,3,2,0,0
CL800368,36.0,Cusco,Prepago,Mensual,28,33.31,1.4,275,1,0,1,4,1,0
CL800369,33.0,Lima,Prepago,Mensual,8,25.22,9.0,460,1,1,2,4,1,0
CL800370,22.0,Lambayeque,Prepago,Mensual,1,30.82,7.9,280,0,1,1,1,1,0
CL800371,35.0,Piura,Prepago,Mensual,33,24.85,25.7,311,1,2,0,2,1,0
CL800372,21.0,Arequipa,Postpago Básico,18 meses,7,51.47,15.9,505,0,1,1,0,1,0
CL800373,36.0,Lima,Postpago Básico,Anual,13,49.02,16.4,349,2,1,4,3,1,0
CL800374,34.0,Lima,Postpago Básico,Mensual,6,37.8,22.9,361,1,0,3,9,1,0
CL800375,44.0,Piura,Postpago Básico,Mensual,7,63.19,9.6,643,2,1,3,4,0,1
CL800376,39.0,Lima,Postpago Básico,18 meses,24,69.38,4.6,486,0,0,2,6,1,1
CL800377,29.0,Lambayeque,Prepago,Mensual,38,26.97,13.2,195,2,0,2,0,1,1
CL800378,37.0,Lima,Prepago,Mensual,6,28.34,1.8,322,0,1,5,3,0,0
CL800379,28.0,Lima,Postpago Premium,Mensual,5,121.17,25.6,389,0,0,1,3,0,0
CL800380,53.0,Lima,Postpago Premium,Mensual,39,128.44,8.6,612,0,1,1,2,0,0
CL800381,23.0,Lima,Postpago Básico,Mensual,1,55.55,11.9,574,0,0,2,0,1,0
CL800382,44.0,Junín,Postpago Básico,Mensual,1,61.03,,525,1,1,4,0,0,1
CL800383,41.0,Junín,Postpago Premium,Anual,27,168.36,34.4,608,1,1,2,2,0,0
CL800384,18.0,Junín,Prepago,Mensual,5,36.8,13.1,229,0,0,1,1,0,1
CL800385,53.0,Lambayeque,Prepago,Mensual,31,30.15,12.8,367,3,0,4,2,1,0
CL800386,38.0,Lima,Prepago,Mensual,4,27.67,26.4,451,2,1,2,0,1,0
CL800387,31.0,Arequipa,Prepago,Mensual,14,29.72,4.3,405,0,0,0,3,1,0
CL800388,37.0,Lima,Postpago Básico,Anual,14,58.85,26.2,304,0,0,3,1,0,0
CL800389,44.0,Áncash,Postpago Básico,Mensual,14,44.53,24.2,397,0,0,1,1,0,1
CL800390,56.0,Lima,Postpago Básico,Anual,16,55.5,12.2,166,0,1,4,6,0,1
CL800391,43.0,Lima,Prepago,Mensual,3,24.6,5.9,184,0,0,3,1,0,0
CL800392,41.0,Lima,Prepago,Mensual,22,26.9,3.4,356,0,2,2,0,1,0
CL800393,28.0,La Libertad,Postpago Premium,Anual,40,124.12,21.9,709,0,1,3,6,1,0
CL800394,26.0,Junín,Postpago Básico,Anual,2,64.4,20.1,305,3,1,4,0,0,0
CL800395,33.0,Lima,Prepago,Mensual,28,27.87,10.9,335,1,0,6,4,1,0
CL800396,76.0,Junín,Prepago,Mensual,7,30.59,11.4,308,1,0,0,0,1,0
CL800397,57.0,Lima,Prepago,Mensual,24,29.22,7.6,243,0,0,3,13,1,0
CL800398,68.0,Lima,Postpago Plus,Mensual,18,71.54,9.9,401,1,2,1,1,0,0
CL800399,20.0,Piura,Prepago,Mensual,70,24.28,11.1,309,3,1,0,6,1,0
CL800400,23.0,La Libertad,Postpago Básico,Mensual,21,46.47,2.1,435,0,2,3,0,1,0
CL800401,31.0,Cusco,Postpago Plus,Mensual,28,71.18,5.8,475,0,0,1,4,0,0
CL800402,38.0,Áncash,Postpago Plus,Anual,16,64.84,27.0,618,0,0,1,2,0,0
CL800403,51.0,Cusco,Prepago,Mensual,5,26.48,13.9,291,0,0,1,0,0,1
CL800404,53.0,Lima,Prepago,Mensual,4,31.74,11.1,431,0,1,2,6,1,1
CL800405,48.0,Lima,Prepago,Mensual,7,34.3,11.8,391,2,2,4,0,0,0
CL800406,48.0,Cusco,Prepago,Mensual,17,22.92,4.0,453,1,1,2,0,1,0
CL800407,62.0,Lima,Postpago Básico,Mensual,1,43.39,15.0,542,2,2,1,3,0,0
CL800408,33.0,Cusco,Postpago Básico,Mensual,19,43.0,2.1,345,0,2,2,3,1,0
CL800409,28.0,Lambayeque,Postpago Básico,18 meses,5,64.59,4.9,557,2,2,3,1,1,0
CL800410,71.0,Lima,Postpago Plus,Anual,13,74.45,6.1,416,0,2,0,0,1,0
CL800411,32.0,Lima,Postpago Plus,18 meses,18,75.79,33.8,346,0,2,3,0,1,0
CL800412,18.0,Arequipa,Prepago,Mensual,7,26.48,16.4,84,1,0,2,0,1,0
CL800413,46.0,Lima,Postpago Básico,18 meses,8,47.62,9.4,471,1,1,1,0,1,0
CL800414,41.0,Arequipa,Postpago Básico,18 meses,32,48.4,11.9,302,0,0,3,1,0,0
CL800415,54.0,Lima,Postpago Básico,Anual,7,59.6,4.2,412,0,2,2,1,0,0
CL800416,32.0,Arequipa,Postpago Premium,Mensual,49,133.54,51.4,209,0,2,4,1,0,0
CL800417,38.0,Lambayeque,Postpago Plus,Anual,3,88.7,9.0,771,0,1,3,0,0,1
CL800418,55.0,Lima,Postpago Básico,Anual,11,58.32,,422,0,0,1,2,1,0
CL800419,31.0,Lima,Postpago Premium,Anual,9,120.21,3.9,417,1,0,1,7,1,0
CL800420,54.0,Arequipa,Postpago Básico,Mensual,3,59.42,2.3,280,1,0,2,1,1,0
CL800421,29.0,Lambayeque,Postpago Básico,Anual,2,48.59,6.0,232,0,1,2,5,0,1
CL800422,38.0,Piura,Prepago,Mensual,2,36.84,8.0,220,0,2,4,0,1,1
CL800423,41.0,Piura,Postpago Básico,Anual,2,46.11,,427,0,0,3,9,1,0
CL800424,48.0,Lima,Postpago Básico,18 meses,2,57.97,5.2,214,0,2,2,1,1,0
CL800425,38.0,Lima,Prepago,Mensual,2,21.35,1.0,401,0,2,3,8,0,0
CL800426,22.0,Lima,Postpago Básico,Anual,57,58.22,33.5,326,0,2,1,4,1,0
CL800427,22.0,Lima,Postpago Básico,Anual,1,56.4,12.2,429,0,1,3,6,1,1
CL800428,57.0,Lima,Prepago,Mensual,81,35.01,5.8,184,0,1,3,17,0,0
CL800429,53.0,Lambayeque,Prepago,Mensual,24,30.41,6.4,306,1,3,1,3,1,1
CL800430,33.0,Lambayeque,Prepago,Mensual,6,26.09,7.4,549,2,0,2,0,1,0
CL800431,18.0,Arequipa,Prepago,Mensual,8,30.38,15.8,214,1,2,3,7,0,1
CL800432,32.0,Lima,Postpago Básico,Mensual,1,60.04,40.6,447,2,1,2,16,1,0
CL800433,34.0,Lima,Prepago,Mensual,2,31.64,9.0,198,0,1,2,3,1,1
CL800434,53.0,Lima,Prepago,Mensual,32,24.66,8.1,181,0,1,2,0,1,1
CL800435,44.0,Lima,Postpago Premium,Anual,8,88.29,5.8,706,1,1,1,3,1,0
CL800436,29.0,Junín,Prepago,Mensual,1,36.41,22.6,249,2,1,1,0,1,1
CL800437,35.0,Cusco,Postpago Básico,Anual,5,43.52,6.9,321,1,0,4,3,0,0
CL800438,53.0,La Libertad,Postpago Plus,Mensual,7,93.79,13.4,435,0,0,1,3,1,0
CL800439,19.0,Lima,Postpago Básico,Anual,24,55.33,16.8,377,0,1,1,16,1,1
CL800440,72.0,Lima,Prepago,Mensual,5,43.51,,426,2,2,0,2,1,0
CL800441,21.0,La Libertad,Prepago,Mensual,5,32.18,2.9,189,1,0,3,1,0,1
CL800442,42.0,Arequipa,Postpago Básico,Mensual,22,52.17,19.6,461,2,1,1,1,0,0
CL800443,55.0,Arequipa,Prepago,Mensual,7,29.41,19.0,169,2,0,4,0,1,0
CL800444,50.0,Lima,Prepago,Mensual,17,29.69,18.5,0,3,0,5,0,1,0
CL800445,24.0,Lambayeque,Prepago,Mensual,23,35.51,9.0,397,2,0,0,2,0,1
CL800446,42.0,Arequipa,Postpago Plus,Anual,10,79.45,16.3,170,0,2,2,1,0,0
CL800447,49.0,Arequipa,Postpago Plus,Anual,2,84.81,37.9,392,2,0,2,26,0,0
CL800448,49.0,Junín,Postpago Premium,18 meses,14,130.96,49.5,461,1,3,0,14,1,0
CL800449,18.0,Lima,Prepago,Mensual,3,33.39,16.9,78,0,2,1,0,1,0
CL800450,57.0,Junín,Prepago,Mensual,11,20.79,1.9,183,1,2,2,0,1,0
CL800451,53.0,Arequipa,Prepago,Mensual,16,24.95,5.1,0,0,0,2,6,0,1
CL800452,30.0,Lima,Prepago,Mensual,34,29.85,8.8,293,2,1,3,5,1,1
CL800453,70.0,Lima,Postpago Básico,18 meses,5,46.27,13.7,600,0,2,1,6,0,0
CL800454,69.0,Lima,Prepago,Mensual,3,35.18,12.8,167,1,1,2,0,0,0
CL800455,41.0,Arequipa,Postpago Básico,Mensual,23,55.87,7.6,274,2,0,4,12,1,0
CL800456,25.0,Lima,Prepago,Mensual,2,30.73,15.5,340,1,1,3,11,0,1
CL800457,32.0,Lima,Postpago Básico,Anual,24,59.04,9.6,231,1,0,3,0,1,0
CL800458,55.0,Lambayeque,Prepago,Mensual,1,22.12,8.3,407,0,1,0,6,1,0
CL800459,52.0,Arequipa,Postpago Básico,Mensual,4,52.75,13.9,332,0,1,1,5,1,0
CL800460,48.0,Áncash,Postpago Básico,Anual,9,56.6,7.1,518,2,1,1,8,1,1
CL800461,46.0,Junín,Postpago Básico,18 meses,10,42.13,9.3,400,1,0,2,0,1,0
CL800462,44.0,Lima,Prepago,Mensual,1,23.55,7.6,327,0,1,0,3,1,0
CL800463,19.0,Lima,Postpago Premium,Anual,24,151.84,5.6,679,0,0,0,12,1,0
CL800464,55.0,Áncash,Postpago Plus,Anual,18,81.07,12.0,350,1,0,3,2,1,0
CL800465,40.0,Lima,Prepago,Mensual,15,32.95,6.2,445,1,0,5,1,1,1
CL800466,34.0,Cusco,Prepago,Mensual,11,21.75,3.2,332,1,2,2,0,1,0
CL800467,37.0,Piura,Prepago,Mensual,16,32.95,11.3,206,0,1,0,1,1,0
CL800468,51.0,Piura,Prepago,Mensual,3,32.23,6.9,314,0,1,1,3,1,1
CL800469,42.0,Lima,Prepago,Mensual,4,23.59,9.1,562,2,0,0,3,0,0
CL800470,32.0,Lambayeque,Postpago Básico,Mensual,16,65.81,14.1,487,2,1,2,0,0,0
CL800471,32.0,Junín,Postpago Plus,Mensual,7,94.15,18.8,354,1,0,3,6,1,1
CL800472,,Lima,Prepago,Mensual,12,34.08,33.9,230,2,0,3,6,0,0
CL800473,51.0,Áncash,Prepago,Mensual,4,16.7,9.9,416,2,1,2,0,1,1
CL800474,41.0,Lima,Prepago,Mensual,24,34.36,9.3,166,3,1,0,4,0,0
CL800475,40.0,La Libertad,Prepago,Mensual,3,31.33,10.8,121,0,0,2,6,0,1
CL800476,33.0,Junín,Prepago,Mensual,7,26.84,3.5,234,1,3,3,2,0,0
CL800477,64.0,Arequipa,Prepago,Mensual,2,19.59,7.6,295,0,0,2,8,1,0
CL800478,18.0,Lima,Prepago,Mensual,6,34.15,12.5,230,2,0,1,3,1,0
CL800479,38.0,Lima,Prepago,Mensual,4,32.39,9.1,318,0,1,2,2,1,1
CL800480,46.0,Lambayeque,Postpago Básico,Anual,2,61.19,12.3,367,0,2,6,0,1,1
CL800481,28.0,Lambayeque,Postpago Plus,Mensual,4,87.06,26.2,560,0,1,2,2,1,0
CL800482,22.0,Áncash,Prepago,Mensual,10,25.76,18.3,339,2,0,0,1,1,0
CL800483,32.0,Lima,Postpago Básico,Anual,7,65.42,7.3,368,3,2,0,6,1,1
CL800484,50.0,Cusco,Postpago Básico,18 meses,6,40.96,11.8,372,2,1,3,2,1,0
CL800485,55.0,Lima,Prepago,Mensual,2,32.24,17.9,248,1,0,2,12,0,0
CL800486,60.0,Lima,Prepago,Mensual,34,30.38,5.0,273,1,0,2,1,1,0
CL800487,32.0,Lambayeque,Postpago Básico,Anual,7,53.7,9.3,395,0,1,1,8,0,0
CL800488,43.0,Lima,Postpago Plus,Mensual,9,71.1,17.4,345,0,2,2,9,0,1
CL800489,18.0,Arequipa,Postpago Básico,Anual,27,57.3,18.8,156,0,0,2,3,1,0
CL800490,37.0,La Libertad,Postpago Básico,Anual,3,51.68,24.5,407,3,1,1,0,1,0
CL800491,32.0,Lima,Postpago Básico,Mensual,2,58.46,,359,3,0,1,0,0,0
CL800492,39.0,Lima,Prepago,Mensual,7,25.46,14.5,242,2,0,4,1,1,0
CL800493,31.0,Lambayeque,Postpago Básico,Anual,14,41.25,18.5,387,2,1,1,7,0,0
CL800494,30.0,Lima,Postpago Plus,Anual,18,72.46,26.5,242,3,0,1,8,1,0
CL800495,35.0,Cusco,Prepago,Mensual,2,31.41,2.0,271,3,1,1,0,1,0
CL800496,32.0,La Libertad,Prepago,Mensual,13,31.4,7.5,192,0,0,1,0,1,0
CL800497,29.0,Lima,Prepago,Mensual,3,34.4,29.3,474,2,1,1,1,0,0
CL800498,,Áncash,Prepago,Mensual,21,33.04,4.4,275,0,1,5,0,1,1
CL800499,18.0,Lambayeque,Prepago,Mensual,16,23.38,8.0,81,0,0,1,4,1,0
CL800500,23.0,Cusco,Prepago,Mensual,50,31.33,10.6,232,0,0,5,4,1,0
CL800501,37.0,Lima,Prepago,Mensual,9,33.43,3.1,343,1,2,0,4,1,0
CL800502,45.0,Cusco,Postpago Plus,Mensual,5,76.0,5.9,471,0,0,1,0,1,0
CL800503,51.0,Lima,Prepago,Mensual,16,34.56,8.8,314,0,2,1,0,1,0
CL800504,37.0,Áncash,Prepago,Mensual,10,34.34,8.0,340,1,4,0,10,1,1
CL800505,39.0,Lima,Prepago,Mensual,7,24.7,11.6,328,2,2,4,0,1,1
CL800506,38.0,Lima,Postpago Plus,Mensual,63,90.88,54.5,315,0,3,5,1,1,0
CL800507,18.0,Piura,Prepago,Mensual,3,24.07,2.9,242,0,2,2,2,1,1
CL800508,50.0,Piura,Prepago,Mensual,4,26.97,6.5,348,0,3,0,10,1,0
CL800509,36.0,Áncash,Postpago Básico,18 meses,3,44.83,6.5,254,0,1,1,2,0,0
CL800510,31.0,Lima,Postpago Básico,Anual,3,65.88,16.7,325,0,2,3,2,0,0
CL800511,26.0,Lima,Postpago Básico,Anual,26,54.53,5.5,537,0,2,3,5,1,1
CL800512,18.0,Junín,Prepago,Mensual,28,28.13,9.2,323,0,1,0,7,1,0
CL800513,48.0,Lima,Postpago Básico,Mensual,6,63.77,14.0,527,0,1,1,0,1,1
CL800514,19.0,Lima,Postpago Plus,Anual,19,82.52,,474,0,2,1,1,1,0
CL800515,36.0,Cusco,Postpago Premium,Anual,5,155.35,28.0,556,0,0,3,9,0,0
CL800516,49.0,Áncash,Postpago Básico,Anual,2,48.14,,281,0,2,3,2,0,1
CL800517,35.0,Piura,Prepago,Mensual,16,25.74,4.1,354,1,1,0,0,1,1
CL800518,43.0,Junín,Prepago,Mensual,42,31.41,4.2,194,0,3,1,2,0,0
CL800519,,Lima,Postpago Básico,Mensual,12,55.55,14.9,323,0,0,1,0,1,0
CL800520,43.0,Áncash,Prepago,Mensual,5,26.38,8.5,277,0,0,1,0,1,0
CL800521,33.0,Piura,Prepago,Mensual,11,30.82,3.7,470,0,3,2,0,0,0
CL800522,39.0,La Libertad,Prepago,Mensual,24,29.39,15.1,248,1,0,1,3,1,0
CL800523,22.0,Lambayeque,Prepago,Mensual,20,31.19,7.3,488,1,0,1,8,1,1
CL800524,41.0,Lima,Prepago,Mensual,3,27.31,9.9,523,0,1,0,1,1,0
CL800525,21.0,La Libertad,Postpago Básico,Mensual,1,49.19,3.2,461,2,1,1,0,1,0
CL800526,38.0,La Libertad,Prepago,Mensual,5,30.99,21.8,370,0,0,1,1,1,0
CL800527,48.0,La Libertad,Postpago Básico,Mensual,3,51.51,,451,1,0,1,1,1,0
CL800528,33.0,Lima,Prepago,Mensual,10,25.95,5.7,421,0,0,4,1,1,0
CL800529,38.0,La Libertad,Postpago Básico,Mensual,11,52.86,21.4,546,1,0,1,2,1,0
CL800530,54.0,La Libertad,Postpago Plus,Mensual,36,109.86,15.8,519,3,1,3,2,0,0
CL800531,36.0,Arequipa,Prepago,Mensual,15,28.23,20.0,68,2,1,4,4,0,1
CL800532,60.0,Piura,Postpago Básico,Mensual,4,53.91,,260,0,2,2,2,1,0
CL800533,41.0,Lima,Prepago,Mensual,9,30.87,9.7,338,0,0,5,5,1,1
CL800534,46.0,Arequipa,Prepago,Mensual,13,27.18,13.3,368,0,0,1,0,0,0
CL800535,38.0,Lima,Postpago Básico,18 meses,4,51.06,4.2,634,0,0,2,1,1,0
CL800536,45.0,Lima,Postpago Básico,Mensual,3,46.48,3.8,356,1,2,2,0,1,0
CL800537,26.0,La Libertad,Prepago,Mensual,3,35.35,18.1,377,1,1,0,0,1,1
CL800538,53.0,Lima,Postpago Básico,Anual,24,60.13,7.1,352,0,0,3,1,0,0
CL800539,40.0,Lambayeque,Prepago,Mensual,4,22.01,8.2,321,2,0,2,2,1,0
CL800540,37.0,Lima,Prepago,Mensual,16,36.99,2.3,224,0,3,3,0,0,1
CL800541,42.0,Lima,Postpago Plus,Mensual,21,60.88,6.0,322,0,0,2,0,0,1
CL800542,18.0,Lima,Postpago Básico,18 meses,17,48.96,13.0,446,0,0,0,0,0,0
CL800543,33.0,Piura,Postpago Premium,Mensual,3,135.49,,709,1,2,3,2,1,0
CL800544,41.0,Junín,Postpago Básico,Mensual,25,52.32,14.3,405,0,3,3,1,0,1
CL800545,21.0,Cusco,Prepago,Mensual,6,27.73,2.5,187,0,0,0,3,0,0
CL800546,64.0,Lima,Postpago Plus,Anual,11,69.16,25.0,488,1,0,2,4,1,0
CL800547,44.0,Lima,Prepago,Mensual,16,32.44,9.8,244,0,2,3,0,1,1
CL800548,20.0,Junín,Postpago Plus,Anual,15,71.38,17.6,461,0,1,3,6,1,0
CL800549,40.0,Áncash,Prepago,Mensual,1,31.9,1.7,407,0,0,2,9,1,1
CL800550,18.0,Piura,Postpago Plus,Anual,12,86.71,5.2,406,2,0,2,0,1,0
CL800551,29.0,Lima,Postpago Básico,18 meses,1,57.94,12.8,474,1,2,2,1,1,1
CL800552,54.0,Áncash,Prepago,Mensual,6,28.27,10.6,56,1,1,1,1,0,0
CL800553,36.0,La Libertad,Prepago,Mensual,9,36.86,2.2,275,0,1,3,8,1,0
CL800554,23.0,Junín,Prepago,Mensual,8,37.04,7.3,492,0,0,5,1,0,1
CL800555,51.0,Piura,Postpago Premium,18 meses,1,143.31,8.9,514,1,3,5,2,0,0
CL800556,31.0,Lima,Postpago Básico,Mensual,19,55.83,14.2,361,1,2,2,0,1,0
CL800557,19.0,Lima,Postpago Básico,Mensual,3,58.82,19.7,284,0,2,6,10,1,0
CL800558,24.0,Arequipa,Postpago Básico,Anual,4,47.64,10.1,295,2,0,2,2,0,0
CL800559,24.0,Junín,Postpago Premium,Mensual,7,154.75,20.3,453,1,0,1,3,1,0
CL800560,37.0,Lima,Postpago Plus,Mensual,38,76.15,37.0,547,3,0,1,2,1,0
CL800561,39.0,Lima,Prepago,Mensual,7,30.33,6.7,80,0,1,1,2,1,0
CL800562,44.0,Áncash,Prepago,Mensual,6,31.94,10.4,290,1,0,2,3,1,0
