id_cliente,edad,departamento,plan,tipo_contrato,meses_antiguedad,cargo_mensual_soles,gb_datos_mes,minutos_llamadas_mes,lineas_adicionales,tickets_soporte_6m,caidas_servicio_mes,dias_ultimo_pago_vencido,factura_electronica,churn
CL102651,18.0,Áncash,Postpago Básico,Mensual,47,44.28,29.3,470,0,0,1,2,0,0
CL102939,18.0,Lima,Prepago,Mensual,81,29.14,9.8,228,0,2,1,0,0,0
CL103518,36.0,La Libertad,Postpago Básico,Mensual,4,49.43,11.2,331,0,3,1,2,0,0
CL105601,24.0,Lima,Prepago,Mensual,3,30.72,8.5,305,0,0,1,0,0,0
CL102435,31.0,Lima,Postpago Premium,Anual,96,118.17,30.4,747,0,0,2,0,1,0
CL101670,50.0,Lima,Prepago,Mensual,4,21.35,11.4,324,1,0,1,1,0,0
CL102240,53.0,Piura,Prepago,Mensual,47,24.51,3.7,341,2,1,2,5,0,0
CL105690,46.0,Lima,Postpago Básico,Mensual,17,34.61,12.0,464,0,1,1,2,1,0
CL104491,18.0,Piura,Postpago Plus,Anual,7,84.59,17.7,492,0,2,2,0,1,0
CL103030,50.0,Lambayeque,Postpago Plus,Mensual,6,63.51,50.2,503,1,1,0,6,1,1
CL106563,33.0,Arequipa,Postpago Premium,Mensual,35,126.25,12.0,569,2,1,1,1,1,0
CL103266,18.0,Lima,Prepago,Mensual,13,21.71,9.5,241,0,2,1,1,1,0
CL100536,43.0,Lambayeque,Postpago Básico,Mensual,2,37.33,11.8,351,3,0,2,10,1,0
CL103602,18.0,Junín,Postpago Básico,Anual,21,52.63,13.4,355,0,1,1,0,0,0
CL102692,57.0,Cusco,Postpago Plus,Mensual,5,74.64,24.2,543,0,0,2,2,0,0
CL106191,44.0,Áncash,Prepago,Mensual,6,26.34,2.7,348,0,1,2,3,1,0
CL102936,32.0,Lima,Prepago,Mensual,4,22.78,14.5,440,2,0,2,5,1,0
CL106564,34.0,Arequipa,Postpago Básico,18 meses,55,51.51,11.9,367,0,0,3,15,0,0
CL105938,69.0,Lima,Postpago Básico,18 meses,7,33.17,18.4,546,1,1,2,3,1,0
CL103836,67.0,Lima,Postpago Plus,Mensual,2,63.96,9.9,505,1,0,2,5,0,1
CL102764,40.0,Arequipa,Prepago,Mensual,13,33.22,2.8,245,1,2,0,14,1,1
CL103269,50.0,Lambayeque,Prepago,Mensual,39,20.65,18.4,255,0,1,0,6,1,0
CL107480,53.0,Junín,Postpago Básico,Mensual,6,37.36,2.8,494,1,3,1,2,1,0
CL107232,31.0,Áncash,Prepago,Mensual,71,24.4,3.6,218,0,1,1,1,0,0
CL101657,56.0,Lambayeque,Postpago Plus,Anual,7,83.85,54.9,310,0,2,0,0,1,0
CL103257,54.0,La Libertad,Prepago,Mensual,3,21.07,4.6,60,1,2,2,6,1,0
CL103914,36.0,Lima,Postpago Básico,Anual,3,35.97,13.0,439,0,0,1,5,1,0
CL104652,53.0,Piura,Prepago,Mensual,24,23.91,3.0,246,0,2,4,11,0,1
CL104854,20.0,Lima,Prepago,Mensual,3,20.38,19.0,526,3,3,0,1,0,1
CL103504,44.0,Lima,Postpago Plus,18 meses,18,63.4,6.4,527,1,1,0,3,1,0
CL107271,19.0,Cusco,Postpago Premium,Mensual,15,119.0,8.9,550,2,1,0,8,0,1
CL105237,32.0,Lima,Prepago,Mensual,5,22.88,16.2,392,1,0,4,4,1,0
CL100769,42.0,Áncash,Postpago Básico,Mensual,41,45.12,3.5,453,1,3,0,8,1,0
CL104024,45.0,Arequipa,Postpago Plus,Mensual,33,76.36,7.0,248,0,0,0,0,0,0
CL106476,18.0,Lima,Postpago Plus,18 meses,11,75.12,3.6,530,0,2,3,0,0,1
CL106777,43.0,Lima,Postpago Básico,Mensual,11,44.61,7.5,392,0,1,0,5,0,1
CL104712,51.0,Lima,Postpago Básico,Anual,62,60.81,20.3,358,1,2,1,3,1,0
CL106941,43.0,Lima,Postpago Básico,Mensual,1,35.19,13.0,424,1,1,0,1,1,0
CL106756,24.0,Piura,Postpago Plus,Anual,60,70.38,3.7,283,0,2,0,0,1,0
CL100442,60.0,Lima,Postpago Plus,Mensual,22,62.48,30.1,500,1,0,0,3,1,0
CL105448,47.0,Lima,Postpago Básico,Mensual,10,36.13,,447,1,2,1,5,1,1
CL105162,55.0,Lima,Prepago,Mensual,4,20.07,25.3,352,0,1,2,0,1,1
CL104750,40.0,Lima,Prepago,Mensual,1,29.68,3.5,269,0,1,0,0,1,0
CL104412,58.0,Lima,Postpago Plus,Anual,69,42.5,22.5,548,0,0,3,0,1,0
CL102769,18.0,Lima,Postpago Premium,Anual,51,130.9,11.8,758,1,0,2,1,1,0
CL104307,18.0,Lima,Prepago,Mensual,28,21.26,12.3,258,0,3,2,4,0,1
CL104871,24.0,Arequipa,Prepago,Mensual,76,24.68,2.0,297,0,1,2,1,1,0
CL106035,35.0,Lambayeque,Postpago Plus,Anual,21,65.37,11.8,560,1,1,0,0,1,0
CL102963,39.0,Lima,Postpago Básico,Mensual,27,37.88,1.4,245,0,0,0,5,1,0
CL105092,48.0,La Libertad,Prepago,Mensual,12,21.74,2.4,401,0,2,0,1,0,1
CL101519,,Áncash,Prepago,Mensual,96,25.74,24.1,405,0,0,2,16,0,1
CL105765,47.0,Arequipa,Postpago Básico,Anual,17,48.4,11.0,217,0,0,1,0,1,0
CL100156,31.0,Lima,Prepago,Mensual,48,22.77,19.8,174,2,0,2,17,1,0
CL103121,30.0,Lima,Prepago,Mensual,15,21.06,8.0,280,0,0,0,0,1,0
CL100256,52.0,Cusco,Postpago Plus,Mensual,13,60.74,43.2,572,0,1,1,2,0,0
CL103197,53.0,Lima,Prepago,Mensual,20,27.86,20.9,273,0,0,1,4,1,0
CL103564,46.0,Cusco,Postpago Premium,Mensual,43,67.28,22.3,482,0,2,3,7,1,0
CL102550,40.0,Lima,Postpago Básico,18 meses,7,37.04,15.4,360,2,0,0,4,1,0
CL102141,27.0,Lima,Postpago Básico,Mensual,26,48.56,42.5,362,1,1,1,0,0,0
CL101503,55.0,Lima,Postpago Básico,Anual,3,51.63,26.2,241,2,1,2,1,0,0
CL103935,55.0,La Libertad,Prepago,Mensual,10,29.7,14.6,464,2,0,0,3,1,0
CL101012,27.0,Lambayeque,Postpago Básico,18 meses,2,48.92,8.6,145,2,0,1,4,1,0
CL102874,41.0,Lima,Prepago,Mensual,14,33.16,8.8,202,0,0,3,1,1,1
CL102829,,Lambayeque,Postpago Plus,Anual,5,63.39,18.2,480,0,2,1,1,0,0
CL102944,23.0,Lima,Prepago,Mensual,96,21.02,9.1,416,1,1,2,8,1,0
CL106570,35.0,Arequipa,Postpago Plus,Anual,12,72.96,11.3,614,1,0,1,1,1,0
CL106918,53.0,Lima,Prepago,Mensual,31,21.17,14.2,455,2,0,4,0,0,0
CL107100,41.0,La Libertad,Prepago,Mensual,16,22.2,35.4,284,2,0,4,2,1,0
CL101445,64.0,Lima,Postpago Básico,18 meses,20,47.78,36.9,497,0,1,1,4,0,0
CL106235,39.0,Lima,Prepago,Mensual,34,25.9,19.1,209,3,2,1,2,0,0
CL103175,48.0,La Libertad,Prepago,Mensual,13,30.51,10.5,235,0,0,1,0,1,0
CL104758,39.0,La Libertad,Prepago,Mensual,2,24.25,1.6,605,0,1,0,1,0,0
CL100093,35.0,La Libertad,Postpago Básico,Mensual,27,39.24,7.2,552,1,0,1,15,1,0
CL101765,31.0,Lima,Prepago,Mensual,2,23.15,14.4,89,2,0,0,3,0,0
CL107054,34.0,Lima,Prepago,Mensual,23,24.89,2.3,367,1,1,2,2,1,0
CL103280,46.0,Cusco,Postpago Básico,18 meses,3,39.88,14.4,293,1,0,2,1,0,0
CL102538,41.0,Lima,Prepago,Mensual,33,26.64,13.8,234,0,0,2,0,1,0
CL104460,45.0,La Libertad,Postpago Básico,18 meses,66,57.02,28.2,98,0,1,1,2,1,0
CL103859,38.0,Áncash,Prepago,Mensual,7,30.02,6.8,176,2,0,1,5,1,0
CL105737,33.0,Cusco,Postpago Básico,Anual,40,50.91,22.6,281,1,2,0,15,0,0
CL102728,44.0,Junín,Postpago Básico,Anual,10,46.24,7.9,304,1,0,0,13,1,0
CL106267,33.0,Arequipa,Postpago Plus,Mensual,14,66.71,5.2,432,1,1,1,0,1,0
CL102664,42.0,Lima,Postpago Básico,18 meses,2,54.53,15.9,623,0,1,3,0,1,0
CL102798,33.0,Lima,Postpago Básico,Mensual,96,39.8,14.6,313,1,0,2,4,0,0
CL104661,57.0,Lima,Postpago Premium,18 meses,19,119.97,23.6,487,2,0,2,12,1,0
CL101899,26.0,Arequipa,Prepago,Mensual,23,17.7,,167,3,1,1,13,1,1
CL102042,50.0,Piura,Postpago Básico,18 meses,3,45.3,17.7,325,0,1,2,0,1,0
CL101249,18.0,Lima,Postpago Premium,Anual,38,84.33,8.8,495,0,0,2,1,0,0
CL101046,39.0,Áncash,Prepago,Mensual,10,27.7,3.8,284,3,1,0,6,0,1
CL100209,43.0,Lima,Postpago Básico,Mensual,1,41.05,22.6,448,1,0,1,5,0,0
CL106907,19.0,Arequipa,Postpago Plus,Anual,16,74.61,10.1,485,0,1,1,1,0,0
CL105511,37.0,Arequipa,Postpago Básico,18 meses,3,41.99,26.1,500,1,1,0,1,1,0
CL100477,36.0,Lima,Postpago Básico,Anual,96,46.83,44.8,318,0,1,0,3,1,0
CL105080,53.0,La Libertad,Prepago,Mensual,62,24.71,7.1,238,2,1,0,3,0,0
CL105649,25.0,Arequipa,Prepago,Mensual,2,22.71,8.8,241,2,0,0,1,1,0
CL106771,46.0,Piura,Postpago Básico,Mensual,15,46.16,11.0,427,0,1,2,0,0,1
CL105508,44.0,Lima,Postpago Plus,Mensual,4,73.75,11.8,541,0,1,1,0,1,1
CL104106,39.0,Lima,Postpago Plus,Mensual,14,72.52,22.0,247,0,1,3,4,1,0
CL102348,53.0,Áncash,Prepago,Mensual,49,26.61,8.4,254,0,0,2,3,1,0
CL102263,26.0,Lambayeque,Prepago,Mensual,6,22.8,2.6,312,1,0,2,11,1,0
CL102170,18.0,Lambayeque,Postpago Básico,Anual,16,47.0,6.2,453,0,1,0,1,1,0
CL100386,35.0,La Libertad,Postpago Plus,Anual,18,77.78,42.8,507,0,1,3,9,0,0
CL106562,40.0,Arequipa,Prepago,Mensual,41,22.18,22.0,252,0,0,3,1,1,0
CL105919,59.0,Junín,Prepago,Mensual,4,20.81,4.4,60,0,0,1,2,1,0
CL103768,41.0,Cusco,Postpago Básico,Anual,4,43.6,13.5,222,1,2,3,0,1,0
CL102794,27.0,Piura,Postpago Plus,Mensual,10,57.89,15.9,433,0,1,1,9,0,1
CL105965,,Lambayeque,Prepago,Mensual,19,28.16,,73,1,0,1,0,1,0
CL106071,18.0,Junín,Prepago,Mensual,2,33.29,5.3,256,0,1,0,5,0,0
CL103252,18.0,Lima,Prepago,Mensual,13,31.57,15.7,281,0,1,0,2,1,0
CL100999,53.0,Lima,Prepago,Mensual,13,29.11,5.2,395,1,0,2,6,1,0
CL101339,21.0,Lima,Prepago,Mensual,14,23.34,2.7,306,1,0,1,7,0,0
CL107167,31.0,La Libertad,Prepago,Mensual,3,21.62,7.1,343,0,2,3,0,1,0
CL104257,31.0,Lambayeque,Postpago Básico,Mensual,80,53.44,10.9,371,1,0,3,11,1,0
CL105889,34.0,Lambayeque,Prepago,Mensual,24,28.47,2.6,270,3,1,3,5,1,1
CL104163,31.0,Junín,Postpago Básico,Anual,7,47.76,23.6,465,1,0,0,0,1,0
CL106478,24.0,Lima,Prepago,Mensual,34,16.51,11.5,183,0,0,2,0,0,0
CL105061,31.0,Lima,Prepago,Mensual,13,31.33,11.8,248,0,0,0,13,0,0
CL101305,60.0,Lambayeque,Postpago Premium,Anual,55,115.85,11.2,411,0,1,1,10,1,0
CL102425,50.0,La Libertad,Postpago Plus,18 meses,22,59.94,12.8,395,0,0,0,2,1,0
CL102201,47.0,Lambayeque,Postpago Premium,Anual,10,115.08,11.8,558,0,2,1,8,1,0
CL106294,47.0,Lima,Prepago,Mensual,18,30.0,14.2,86,1,0,1,3,1,0
CL107489,43.0,Áncash,Prepago,Mensual,71,29.37,8.9,312,0,0,1,7,1,0
CL106780,21.0,Áncash,Postpago Básico,Anual,60,51.04,6.2,384,0,0,1,3,1,1
CL101335,34.0,Áncash,Postpago Plus,Mensual,20,86.72,29.7,722,1,1,0,2,1,0
CL104422,55.0,Junín,Postpago Básico,Anual,34,29.38,21.3,431,0,1,2,3,1,0
CL104496,18.0,Lima,Postpago Básico,Anual,16,36.18,14.1,490,1,1,1,0,0,0
CL103273,23.0,Lima,Postpago Plus,Anual,20,75.75,6.1,371,3,0,0,3,0,0
CL102554,30.0,Lima,Prepago,Mensual,4,31.81,2.8,455,0,0,1,8,1,1
CL101579,,Junín,Postpago Plus,18 meses,44,69.98,17.9,622,0,1,0,1,0,0
CL102656,18.0,Junín,Postpago Básico,Anual,38,39.24,12.7,582,1,0,0,0,1,0
CL102264,35.0,Arequipa,Postpago Básico,18 meses,2,41.66,15.1,541,1,0,0,5,1,0
CL107200,47.0,Lima,Prepago,Mensual,41,24.53,9.2,510,0,2,1,6,1,0
CL106121,26.0,Lambayeque,Prepago,Mensual,4,19.47,14.6,325,0,1,1,1,1,0
CL105813,31.0,Lima,Postpago Plus,Anual,16,82.19,24.1,433,0,0,1,12,1,0
CL102467,28.0,Arequipa,Postpago Básico,Mensual,71,49.54,7.1,433,1,0,2,9,1,0
CL103379,55.0,Lima,Postpago Premium,18 meses,6,130.84,36.7,516,0,1,1,6,1,0
CL101978,36.0,Áncash,Postpago Plus,18 meses,44,52.58,19.1,502,0,1,0,0,1,0
CL107025,49.0,Piura,Postpago Básico,Mensual,17,31.94,3.2,381,1,1,2,0,0,0
CL102134,18.0,Junín,Postpago Básico,Mensual,88,43.64,17.8,203,1,0,2,0,0,0
CL106437,37.0,Lambayeque,Prepago,Mensual,2,24.15,4.3,225,0,0,1,12,1,0
CL106804,35.0,Piura,Postpago Plus,Anual,60,55.97,18.6,297,1,0,5,6,1,0
CL106473,19.0,Piura,Postpago Básico,Anual,44,54.62,3.5,114,1,0,0,7,1,0
CL100082,29.0,Áncash,Postpago Plus,Mensual,2,66.25,11.4,539,0,2,2,0,1,0
CL105308,18.0,Lima,Prepago,Mensual,6,24.07,19.3,285,0,1,0,0,1,0
CL105209,33.0,Cusco,Prepago,Mensual,60,20.02,5.4,254,1,0,0,0,1,0
CL107060,18.0,Lima,Prepago,Mensual,5,23.8,28.3,367,1,1,0,3,1,0
CL100608,18.0,Lima,Postpago Plus,Mensual,96,74.03,6.0,363,0,1,0,1,0,0
CL102345,31.0,Lima,Prepago,Mensual,20,22.27,8.3,279,0,1,0,5,1,0
CL100685,65.0,Lima,Prepago,Mensual,7,26.05,6.5,275,0,0,1,0,1,1
CL102771,64.0,Piura,Postpago Plus,Mensual,15,73.99,19.2,656,0,0,3,4,0,1
CL101491,33.0,Lima,Postpago Plus,18 meses,1,79.06,11.8,781,2,1,1,4,0,0
CL105161,58.0,Lima,Postpago Premium,18 meses,16,132.3,6.8,510,0,0,3,0,1,1
CL102609,63.0,Lambayeque,Prepago,Mensual,34,28.62,17.2,433,0,1,1,5,1,0
CL103389,32.0,Áncash,Prepago,Mensual,47,29.97,13.8,221,1,0,1,0,0,0
CL101110,47.0,Lambayeque,Prepago,Mensual,18,26.35,7.5,273,0,0,1,0,1,0
CL107381,35.0,Lima,Prepago,Mensual,12,21.57,11.3,233,0,0,1,1,0,1
CL102655,36.0,Piura,Postpago Premium,Mensual,45,119.2,53.2,538,1,1,1,1,1,0
CL106905,39.0,Lima,Postpago Plus,Mensual,23,65.85,15.8,411,3,1,2,1,1,0
CL103558,33.0,Lima,Postpago Básico,Anual,43,48.51,25.6,274,0,0,0,9,1,0
CL101723,18.0,Lima,Postpago Básico,Anual,47,49.34,10.0,249,0,0,0,9,1,0
CL101312,54.0,Lima,Postpago Básico,Anual,23,43.15,7.7,300,2,1,0,0,1,1
CL101802,20.0,La Libertad,Prepago,Mensual,19,22.59,8.9,281,1,0,2,0,0,0
CL102787,36.0,Piura,Postpago Básico,18 meses,53,51.5,15.2,312,0,1,2,8,0,0
CL103315,47.0,Cusco,Prepago,Mensual,10,23.55,10.8,496,0,1,2,2,1,1
CL103995,41.0,Lima,Prepago,Mensual,1,30.16,7.0,270,0,3,0,4,1,1
CL100203,23.0,Piura,Prepago,Mensual,5,25.54,1.3,266,1,1,2,22,1,1
CL104952,34.0,La Libertad,Prepago,Mensual,25,29.21,15.6,343,0,1,3,7,0,0
CL107249,49.0,Áncash,Postpago Básico,Anual,26,37.82,40.4,339,0,1,0,3,1,1
CL106381,33.0,La Libertad,Postpago Plus,Anual,70,91.49,25.3,449,3,0,0,0,1,0
CL101550,45.0,Lima,Prepago,Mensual,16,25.18,7.3,363,0,1,2,0,0,0
CL106536,71.0,Lima,Prepago,Mensual,11,26.52,18.1,275,0,0,0,5,1,0
CL103635,,Lima,Prepago,Mensual,7,18.98,9.1,391,1,1,1,0,0,1
CL101454,71.0,La Libertad,Prepago,Mensual,18,26.85,2.6,211,1,0,3,5,1,0
CL105486,53.0,Lima,Postpago Plus,Anual,9,63.4,4.0,469,0,4,1,1,1,0
CL104536,28.0,Piura,Postpago Básico,18 meses,11,47.28,26.1,298,0,1,0,2,1,0
CL107191,41.0,Lima,Prepago,Mensual,7,23.88,8.1,356,0,1,0,0,0,0
CL100588,24.0,Arequipa,Prepago,Mensual,9,26.71,17.3,299,1,0,0,1,1,1
CL105263,40.0,Piura,Postpago Plus,Anual,11,74.35,43.6,286,0,0,0,1,1,0
CL106931,38.0,Lambayeque,Postpago Plus,Mensual,37,58.64,26.6,450,0,2,0,1,1,1
CL105697,44.0,Piura,Postpago Premium,Anual,9,86.81,22.7,598,0,3,1,0,1,0
CL100577,48.0,Lima,Postpago Básico,Mensual,38,54.99,15.6,273,1,2,0,5,0,0
CL107321,18.0,La Libertad,Prepago,Mensual,9,26.86,11.4,482,3,0,1,0,1,0
CL107230,44.0,Junín,Prepago,Mensual,60,23.75,5.4,308,2,1,0,3,0,0
CL100297,50.0,Lima,Postpago Plus,Anual,8,51.72,65.9,708,0,0,0,0,0,0
CL102153,25.0,Piura,Postpago Plus,Mensual,11,80.1,8.2,363,1,1,2,0,0,0
CL101733,48.0,Lima,Prepago,Mensual,37,22.75,15.9,166,0,0,1,2,0,0
CL102262,36.0,Lima,Postpago Básico,Mensual,29,46.37,29.4,376,0,0,0,5,0,0
CL101965,42.0,Piura,Prepago,Mensual,19,26.84,16.0,385,0,0,3,0,1,0
CL103348,26.0,Lima,Postpago Plus,Mensual,81,67.76,19.2,348,0,0,0,13,1,0
CL101727,33.0,Lima,Postpago Plus,Mensual,4,88.4,20.7,375,1,1,4,7,1,1
CL106882,53.0,La Libertad,Postpago Básico,Mensual,59,52.04,6.7,202,1,1,2,5,0,0
CL107174,50.0,Lima,Prepago,Mensual,14,31.43,1.9,363,0,0,2,1,1,0
CL106572,39.0,La Libertad,Postpago Básico,18 meses,55,41.3,8.2,454,1,0,3,3,0,0
CL103929,44.0,Junín,Postpago Premium,Mensual,6,130.34,27.6,524,1,0,1,0,1,0
CL104022,69.0,Lima,Prepago,Mensual,81,25.87,23.9,307,0,1,4,2,1,0
CL107297,31.0,Lima,Prepago,Mensual,10,23.88,12.2,467,0,1,2,7,0,0
CL102682,43.0,Lima,Prepago,Mensual,15,30.82,1.9,241,0,1,4,2,0,0
CL100648,44.0,Lima,Postpago Básico,Mensual,11,36.51,5.7,523,0,1,2,3,1,0
CL101818,27.0,Lima,Postpago Básico,18 meses,34,55.73,11.5,440,0,0,1,3,0,0
CL106853,33.0,Lima,Postpago Básico,Anual,31,42.62,31.4,408,1,0,1,3,1,0
CL106003,28.0,Lima,Prepago,Mensual,6,26.87,13.1,276,0,0,2,3,0,0
CL105776,34.0,Cusco,Postpago Plus,Mensual,56,66.32,30.5,563,1,0,0,0,1,0
CL102031,31.0,Lima,Postpago Básico,18 meses,3,44.54,4.2,274,3,1,3,1,1,0
CL100408,63.0,Piura,Prepago,Mensual,52,27.26,,23,1,3,1,1,0,0
CL107269,46.0,Áncash,Prepago,Mensual,21,27.36,6.4,145,0,1,0,0,1,0
CL104596,35.0,Cusco,Postpago Básico,18 meses,23,50.31,10.6,333,0,1,0,18,0,0
CL104015,20.0,Cusco,Postpago Básico,Mensual,96,57.17,31.8,340,3,0,1,3,1,0
CL102966,41.0,Lambayeque,Prepago,Mensual,36,31.01,2.4,280,3,0,1,3,1,0
CL102775,36.0,Arequipa,Prepago,Mensual,26,21.16,43.7,518,0,1,2,3,0,0
CL101828,42.0,Lima,Postpago Premium,Mensual,8,74.98,108.8,449,1,1,0,6,0,0
CL104769,74.0,La Libertad,Postpago Plus,Mensual,16,83.56,25.9,652,0,1,0,9,0,0
CL106919,33.0,Lambayeque,Postpago Básico,Anual,42,57.18,3.5,434,0,0,4,3,1,0
CL100618,43.0,Junín,Prepago,Mensual,22,30.56,3.6,197,0,1,0,1,1,0
CL103158,36.0,Arequipa,Postpago Premium,18 meses,76,134.33,30.5,620,1,1,0,3,1,0
CL107320,25.0,Áncash,Prepago,Mensual,11,17.88,19.0,315,0,0,2,1,0,0
CL102953,,Arequipa,Postpago Premium,Anual,11,115.31,39.0,575,1,0,2,2,1,1
CL104069,49.0,Arequipa,Prepago,Mensual,48,22.67,9.6,197,0,1,0,0,0,0
CL101076,40.0,Lima,Postpago Básico,Mensual,6,28.26,19.2,444,3,2,2,2,0,0
CL105754,34.0,Lambayeque,Prepago,Mensual,16,22.17,17.2,353,1,0,0,8,1,0
CL102761,18.0,La Libertad,Postpago Premium,Mensual,17,123.5,4.8,441,2,0,1,9,1,1
CL107390,38.0,Lambayeque,Prepago,Mensual,6,28.63,22.8,217,0,0,0,0,1,0
CL100267,32.0,Cusco,Prepago,Mensual,31,24.41,18.5,158,1,0,2,4,0,0
CL105562,40.0,Lima,Prepago,Mensual,10,26.27,18.3,399,0,2,2,17,0,0
CL106337,41.0,La Libertad,Prepago,Mensual,12,18.58,6.5,305,1,1,1,0,1,0
CL102987,42.0,Lima,Postpago Básico,Mensual,96,32.75,38.9,167,1,0,0,0,0,0
CL104228,51.0,Áncash,Postpago Básico,Mensual,15,51.2,16.6,294,3,0,0,5,1,0
CL100712,42.0,Lima,Postpago Plus,Mensual,12,66.62,4.1,388,1,3,3,1,1,0
CL100731,56.0,Arequipa,Prepago,Mensual,10,22.89,3.5,245,0,0,0,0,1,0
CL101766,35.0,Áncash,Postpago Premium,Mensual,96,105.54,19.8,664,0,0,2,0,1,0
CL102251,33.0,Arequipa,Postpago Plus,18 meses,17,61.19,10.8,672,0,0,3,1,0,0
CL101507,27.0,Lima,Postpago Básico,18 meses,46,47.42,6.4,289,0,1,2,6,1,0
CL100863,,Arequipa,Postpago Básico,Mensual,22,38.82,27.3,547,2,1,0,1,1,0
CL100107,44.0,Piura,Prepago,Mensual,14,22.07,11.4,441,0,2,1,2,0,0
CL104012,24.0,Arequipa,Postpago Premium,Anual,22,124.95,47.7,494,0,2,3,4,1,1
CL102711,35.0,La Libertad,Prepago,Mensual,22,29.75,12.0,207,1,1,2,4,1,0
CL103115,31.0,Cusco,Postpago Básico,Mensual,46,39.77,29.5,424,0,1,1,0,1,0
CL105180,32.0,Arequipa,Postpago Básico,Mensual,39,45.29,14.5,196,0,0,1,5,1,0
CL100149,25.0,Lima,Prepago,Mensual,3,25.79,16.6,230,2,1,0,14,0,0
CL103584,41.0,Lima,Postpago Premium,Anual,4,95.93,19.3,519,0,2,1,4,0,0
CL106393,30.0,Piura,Prepago,Mensual,9,25.34,,441,0,2,1,5,1,0
CL100111,37.0,Arequipa,Prepago,Mensual,40,26.37,3.8,237,0,0,1,7,1,0
CL102004,42.0,La Libertad,Prepago,Mensual,40,25.16,2.0,95,1,0,1,5,1,0
CL101291,57.0,Lima,Postpago Básico,18 meses,12,46.55,32.1,389,0,0,1,0,1,0
CL107125,22.0,La Libertad,Postpago Premium,Mensual,31,141.45,6.8,518,0,0,2,1,1,0
CL104844,51.0,Áncash,Postpago Básico,Mensual,29,52.45,13.4,213,1,4,1,5,1,0
CL100204,34.0,La Libertad,Prepago,Mensual,19,30.65,9.8,460,0,0,0,0,1,0
CL104063,41.0,Junín,Postpago Básico,18 meses,14,52.91,20.9,478,1,0,1,1,1,0
CL100950,45.0,Junín,Postpago Básico,18 meses,14,45.12,21.7,420,2,0,1,4,1,0
CL100842,39.0,Áncash,Postpago Básico,Mensual,26,57.35,3.6,396,0,0,2,3,1,0
CL100643,38.0,Arequipa,Prepago,Mensual,7,29.47,4.3,314,0,0,2,0,1,0
CL102811,46.0,Lima,Postpago Plus,Mensual,31,73.84,11.7,286,1,0,1,14,1,0
CL103610,40.0,Lima,Postpago Básico,Mensual,5,27.91,11.7,430,2,0,0,1,1,0
CL102861,36.0,Lima,Postpago Básico,Anual,68,52.23,19.1,434,1,1,1,0,1,0
CL102896,38.0,Arequipa,Postpago Premium,Mensual,16,81.18,51.0,630,0,2,0,12,1,0
CL100489,31.0,Arequipa,Postpago Básico,Mensual,15,37.13,24.0,268,3,1,2,1,1,1
CL102451,60.0,Lima,Postpago Plus,Anual,31,50.79,33.7,460,0,0,3,9,1,0
CL105489,38.0,La Libertad,Postpago Plus,Anual,10,59.43,13.3,465,0,1,4,3,0,1
CL100784,44.0,Lima,Postpago Premium,Mensual,31,125.72,24.7,608,0,1,0,0,1,0
CL101370,43.0,Lima,Prepago,Mensual,24,25.78,7.1,213,0,2,3,7,1,1
CL103439,31.0,Piura,Postpago Básico,Mensual,60,49.9,14.4,293,0,2,4,22,0,0
CL100468,40.0,Lima,Prepago,Mensual,12,15.82,2.4,614,1,1,0,0,1,0
CL106875,29.0,Áncash,Postpago Básico,Anual,4,41.68,14.7,398,1,1,0,4,0,0
CL104960,27.0,Áncash,Prepago,Mensual,10,27.43,10.1,371,0,1,1,3,1,1
CL100583,40.0,La Libertad,Postpago Básico,Mensual,21,44.74,15.5,477,0,2,1,9,1,0
CL105358,56.0,Lima,Prepago,Mensual,15,26.72,25.6,349,0,1,2,1,1,0
CL102417,35.0,Arequipa,Postpago Básico,Mensual,75,47.74,6.8,474,0,1,1,5,0,0
CL104071,29.0,Lima,Postpago Básico,Mensual,12,34.13,4.6,300,1,1,1,0,0,0
CL106479,18.0,Lima,Prepago,Mensual,9,24.77,5.6,320,0,1,2,1,0,0
CL103218,47.0,Lima,Prepago,Mensual,15,27.13,5.3,328,0,1,1,4,1,1
CL103930,45.0,Cusco,Postpago Básico,Mensual,7,40.42,6.9,524,1,0,0,0,1,0
CL102233,45.0,Cusco,Postpago Premium,18 meses,2,102.98,57.9,306,2,0,2,2,1,0
CL102671,40.0,Lima,Postpago Básico,Anual,11,42.95,8.5,523,1,2,1,0,0,0
CL103072,62.0,Lima,Postpago Plus,Anual,16,79.12,39.2,681,2,0,2,0,1,0
CL101433,20.0,Cusco,Prepago,Mensual,10,23.86,19.7,230,0,1,0,4,0,1
CL106988,71.0,Lima,Prepago,Mensual,4,23.53,19.6,286,1,0,1,1,1,0
CL101274,18.0,Lima,Prepago,Mensual,40,32.11,12.2,234,2,0,0,3,0,0
CL101329,32.0,Lambayeque,Prepago,Mensual,77,28.83,16.2,259,0,0,1,2,1,0
CL105535,28.0,Lima,Postpago Plus,Mensual,1,61.0,25.5,521,0,0,1,1,1,0
CL105189,23.0,Arequipa,Postpago Básico,18 meses,16,43.86,21.8,433,0,2,0,5,0,0
CL106106,32.0,Lima,Postpago Premium,Mensual,46,98.86,23.3,597,1,2,0,4,1,0
CL103749,49.0,La Libertad,Prepago,Mensual,14,19.63,4.6,419,2,2,1,1,1,1
