id_cliente,edad,departamento,plan,tipo_contrato,meses_antiguedad,cargo_mensual_soles,gb_datos_mes,minutos_llamadas_mes,lineas_adicionales,tickets_soporte_6m,caidas_servicio_mes,dias_ultimo_pago_vencido,factura_electronica,churn
CL107201,22.0,Junín,Prepago,Mensual,5,25.17,16.4,225,0,1,1,1,1,1
CL100671,36.0,Cusco,Postpago Básico,Mensual,12,33.15,26.6,150,0,0,1,8,0,0
CL102015,27.0,La Libertad,Postpago Básico,18 meses,12,43.83,6.2,296,1,2,0,2,1,0
CL101034,18.0,Lima,Postpago Básico,Mensual,37,44.25,5.0,415,0,1,0,0,1,0
CL102614,21.0,La Libertad,Prepago,Mensual,4,27.02,12.3,317,0,1,1,0,1,0
CL100353,48.0,Áncash,Postpago Básico,Mensual,33,35.39,2.8,196,1,0,0,6,0,0
CL101525,31.0,La Libertad,Prepago,Mensual,10,18.25,6.1,349,1,1,2,3,1,0
CL102477,47.0,La Libertad,Prepago,Mensual,5,17.67,9.1,357,2,2,1,4,1,0
CL102692,57.0,Cusco,Postpago Plus,Mensual,5,74.64,24.2,543,0,0,2,2,0,0
CL103262,44.0,Lima,Prepago,Mensual,21,26.46,9.0,404,0,2,2,9,1,1
CL105001,26.0,Áncash,Postpago Básico,Mensual,19,48.54,32.9,469,0,0,1,10,1,0
CL101089,18.0,Cusco,Postpago Básico,Mensual,11,42.2,17.8,306,0,0,1,2,0,0
CL103599,32.0,La Libertad,Postpago Básico,Anual,3,44.9,23.0,408,1,1,1,2,1,1
CL101067,46.0,Áncash,Postpago Plus,18 meses,1,69.17,10.6,325,0,0,0,1,1,0
CL103777,18.0,La Libertad,Prepago,Mensual,6,26.8,9.5,436,1,0,3,0,1,0
CL107316,18.0,La Libertad,Postpago Plus,Anual,43,69.01,12.5,482,1,0,3,7,0,0
CL104914,19.0,Lima,Prepago,Mensual,8,23.77,2.4,533,0,2,0,2,1,0
CL106431,29.0,Piura,Postpago Básico,Mensual,25,38.77,8.9,265,0,1,0,6,1,0
CL101871,28.0,Lambayeque,Postpago Básico,Anual,34,54.31,7.6,261,1,0,2,10,0,0
CL106090,35.0,Junín,Prepago,Mensual,13,23.59,4.8,176,1,1,0,3,1,0
CL101608,53.0,Arequipa,Postpago Básico,Anual,6,62.78,3.6,380,2,1,1,1,1,0
CL101142,28.0,Junín,Postpago Plus,18 meses,3,76.73,20.5,586,0,2,4,1,1,1
CL103935,55.0,La Libertad,Prepago,Mensual,10,29.7,14.6,464,2,0,0,3,1,0
CL105523,42.0,Cusco,Postpago Básico,Anual,10,56.21,12.7,510,0,1,3,8,1,0
CL105479,47.0,Lima,Postpago Premium,Anual,18,133.88,11.1,486,2,1,2,3,1,0
CL105786,45.0,Lambayeque,Postpago Plus,Anual,7,66.99,36.2,380,1,0,3,3,1,0
CL102774,44.0,Lima,Postpago Plus,Mensual,10,69.41,10.5,392,3,1,3,0,1,0
CL101208,43.0,Lima,Prepago,Mensual,41,19.96,3.3,72,0,0,1,1,1,0
CL102003,23.0,Lima,Postpago Básico,Mensual,18,46.93,6.8,463,0,0,2,1,0,0
CL105322,30.0,La Libertad,Postpago Plus,18 meses,41,75.88,34.8,440,2,0,2,5,1,0
CL106780,21.0,Áncash,Postpago Básico,Anual,60,51.04,6.2,384,0,0,1,3,1,1
CL106430,31.0,La Libertad,Postpago Básico,Mensual,11,41.47,9.6,416,2,3,0,1,1,0
CL101164,38.0,Arequipa,Prepago,Mensual,61,23.96,7.1,274,1,2,2,2,0,0
CL100027,32.0,Lima,Prepago,Mensual,26,21.07,1.3,129,0,0,0,10,1,0
CL103808,51.0,Arequipa,Postpago Premium,Mensual,15,98.42,19.1,783,0,0,2,1,1,0
CL105296,46.0,Áncash,Postpago Premium,Mensual,33,121.07,14.9,386,0,1,0,9,1,0
CL100953,36.0,Lima,Prepago,Mensual,6,29.76,13.0,288,0,0,2,0,0,1
CL101800,73.0,Lambayeque,Postpago Básico,Mensual,3,37.07,19.1,443,0,0,2,2,1,0
CL101080,42.0,Arequipa,Prepago,Mensual,6,24.68,4.8,212,1,1,0,5,1,0
CL104003,34.0,Lima,Prepago,Mensual,27,19.55,6.7,346,3,2,2,1,1,0
CL107475,28.0,Lima,Postpago Básico,18 meses,43,37.91,26.9,406,0,3,0,1,1,0
CL101395,56.0,La Libertad,Prepago,Mensual,21,24.22,14.3,134,3,0,1,2,1,1
CL106334,49.0,Junín,Postpago Plus,Mensual,23,75.11,24.2,485,0,0,0,2,0,0
CL101553,44.0,Cusco,Prepago,Mensual,2,26.07,3.7,350,0,2,1,0,1,0
CL101032,47.0,Arequipa,Postpago Básico,18 meses,20,40.26,15.2,476,0,1,1,10,0,0
CL100204,34.0,La Libertad,Prepago,Mensual,19,30.65,9.8,460,0,0,0,0,1,0
CL103435,18.0,Lima,Postpago Básico,Anual,18,38.31,7.3,519,0,0,1,4,1,0
CL105619,35.0,Junín,Prepago,Mensual,30,30.71,11.6,248,2,4,2,14,0,0
CL102859,36.0,Lima,Postpago Básico,18 meses,40,49.21,18.4,340,1,1,2,1,1,0
CL102361,,Piura,Prepago,Mensual,5,19.84,10.8,29,1,0,0,2,0,0
CL102583,43.0,Lima,Prepago,Mensual,11,19.16,4.4,184,2,0,0,1,1,0
CL100499,29.0,Lima,Postpago Básico,Anual,22,43.37,5.0,530,2,0,0,2,1,0
CL101884,22.0,Lima,Prepago,Mensual,19,29.02,26.0,294,0,2,2,0,1,0
CL107090,34.0,Lima,Postpago Básico,Mensual,44,44.73,12.9,303,0,0,1,0,1,0
CL100626,46.0,Lima,Postpago Plus,Anual,24,72.29,25.7,324,0,1,1,9,0,0
CL103344,35.0,Lima,Postpago Básico,Anual,1,46.83,14.8,249,0,3,2,2,1,0
CL104018,58.0,Piura,Prepago,Mensual,9,26.85,11.7,243,1,0,1,4,1,0
CL102497,34.0,Arequipa,Prepago,Mensual,7,21.75,16.7,373,0,0,1,11,1,1
CL103045,25.0,Lima,Postpago Premium,Mensual,2,137.12,27.2,644,0,2,3,1,1,0
CL105182,48.0,La Libertad,Prepago,Mensual,74,30.23,20.8,527,1,2,2,1,1,0
CL100811,23.0,Piura,Prepago,Mensual,33,23.9,13.0,159,2,1,0,2,1,0
CL101434,46.0,Arequipa,Prepago,Mensual,50,17.73,10.4,377,1,0,1,0,1,0
CL105499,18.0,Lima,Prepago,Mensual,21,23.59,5.7,377,2,1,0,0,0,0
CL103550,48.0,Arequipa,Postpago Plus,Anual,3,58.03,3.6,577,0,1,2,0,1,0
CL103697,33.0,Lima,Prepago,Mensual,6,19.85,26.9,372,0,2,0,2,0,1
CL105806,26.0,Lambayeque,Postpago Plus,Mensual,42,66.92,14.7,626,1,1,2,0,0,0
CL104205,45.0,Cusco,Postpago Plus,Anual,2,82.4,30.8,449,0,1,0,0,1,0
CL107226,65.0,Lambayeque,Prepago,Mensual,5,20.48,13.3,282,1,0,2,1,1,0
CL103759,,Áncash,Prepago,Mensual,14,28.41,3.0,221,2,0,2,4,0,0
CL101650,27.0,Cusco,Prepago,Mensual,8,33.14,7.1,359,0,1,0,1,1,1
CL102765,46.0,Junín,Postpago Premium,Mensual,60,120.48,20.5,660,0,0,1,4,0,0
CL103766,37.0,Junín,Postpago Básico,Mensual,53,48.83,2.6,305,0,2,0,5,1,0
CL106732,38.0,Lima,Postpago Plus,Anual,50,71.82,22.5,347,0,2,1,4,1,0
CL105692,25.0,Lima,Postpago Básico,Anual,9,44.28,35.5,583,0,1,0,1,1,0
CL102151,45.0,Junín,Prepago,Mensual,33,32.23,15.8,252,0,0,0,0,0,0
CL103979,21.0,Cusco,Postpago Básico,Anual,62,48.87,25.9,356,1,0,2,4,0,0
CL104953,45.0,Lambayeque,Postpago Premium,Anual,21,104.58,7.6,734,1,5,3,0,1,0
CL104972,28.0,Lima,Prepago,Mensual,36,27.42,25.6,210,0,1,1,0,0,0
CL101494,37.0,Lima,Postpago Básico,Anual,40,60.54,16.0,288,0,1,1,4,1,1
CL101619,43.0,Cusco,Prepago,Mensual,16,21.39,2.0,251,2,2,2,1,0,0
CL105942,45.0,Lima,Prepago,Mensual,13,28.97,8.4,356,0,1,0,2,1,0
CL107235,26.0,Áncash,Postpago Plus,18 meses,19,60.1,29.4,317,0,1,1,13,1,0
CL101698,33.0,Junín,Postpago Premium,Mensual,13,113.66,21.6,774,1,1,1,0,1,0
CL104238,41.0,Áncash,Postpago Básico,Anual,1,45.21,23.5,570,0,1,1,4,1,0
CL103267,19.0,La Libertad,Postpago Plus,18 meses,64,66.82,32.3,786,0,1,0,7,1,0
CL105338,42.0,Lima,Postpago Plus,Mensual,31,48.91,10.8,381,1,2,0,0,0,0
CL106865,60.0,Lima,Prepago,Mensual,69,23.36,4.6,341,0,0,0,10,0,0
CL105297,38.0,Lima,Prepago,Mensual,13,22.47,2.2,371,1,0,1,3,0,0
CL106940,57.0,Lima,Postpago Plus,Mensual,20,56.57,15.1,508,1,2,0,2,1,0
CL102400,34.0,Lima,Postpago Básico,18 meses,56,40.38,2.6,270,2,3,1,2,0,0
CL105735,30.0,Lima,Postpago Premium,Mensual,18,94.93,16.3,613,0,0,1,1,1,0
CL101281,18.0,Lima,Postpago Básico,Anual,19,38.76,16.4,399,2,1,0,4,1,0
CL102137,37.0,Lima,Postpago Plus,Mensual,12,73.02,14.2,463,1,0,0,0,1,0
CL105495,23.0,Lambayeque,Prepago,Mensual,63,20.81,15.6,354,1,0,0,2,1,0
CL103049,44.0,La Libertad,Prepago,Mensual,11,22.63,11.7,185,0,0,2,1,1,0
CL100809,29.0,Arequipa,Postpago Premium,Mensual,24,96.95,13.2,593,0,0,1,1,1,1
CL106321,61.0,Junín,Prepago,Mensual,8,23.44,14.8,239,1,0,2,1,1,0
CL104451,30.0,Lima,Postpago Premium,Anual,15,113.55,38.9,556,1,0,1,1,0,0
CL100230,32.0,Arequipa,Prepago,Mensual,3,27.08,14.7,453,0,3,0,0,1,0
CL101387,39.0,La Libertad,Prepago,Mensual,33,24.11,5.1,229,1,0,1,4,1,1
CL105732,47.0,Lambayeque,Postpago Plus,Mensual,14,79.96,16.0,438,0,2,1,2,1,0
CL102589,18.0,Lima,Postpago Básico,Anual,50,53.4,22.4,341,0,2,1,3,1,0
CL103092,38.0,Junín,Postpago Plus,18 meses,24,77.9,10.8,632,1,2,1,1,0,0
CL106001,31.0,La Libertad,Prepago,Mensual,55,32.63,6.6,107,0,1,4,0,1,0
CL103240,27.0,Lima,Postpago Plus,18 meses,70,87.33,5.8,423,1,1,1,5,1,0
CL100305,22.0,Junín,Postpago Básico,Mensual,38,44.31,3.4,38,2,2,1,3,1,0
CL100646,46.0,Piura,Prepago,Mensual,5,24.49,,275,0,1,3,4,1,1
CL106270,45.0,Junín,Postpago Básico,Anual,23,47.4,26.9,355,0,2,3,1,1,0
CL107495,35.0,Lima,Postpago Plus,Anual,28,58.99,16.9,426,1,0,1,3,0,0
CL106992,53.0,La Libertad,Postpago Premium,Anual,27,114.94,33.2,650,0,1,1,1,1,0
CL106362,46.0,Cusco,Postpago Básico,18 meses,14,46.65,15.9,395,0,3,2,1,1,0
CL105571,55.0,Lima,Prepago,Mensual,17,19.82,15.9,227,0,3,3,1,0,1
CL102372,52.0,Lima,Prepago,Mensual,9,34.97,20.1,501,2,1,3,2,1,0
CL100462,47.0,Arequipa,Postpago Premium,Anual,2,119.15,9.5,587,1,1,1,7,1,0
CL107076,38.0,Lima,Prepago,Mensual,56,30.82,6.9,505,1,1,2,6,1,0
CL100503,42.0,Arequipa,Postpago Básico,Anual,24,41.82,18.4,342,0,3,2,4,1,0
CL100966,29.0,Junín,Postpago Premium,18 meses,15,111.54,47.5,488,1,2,1,8,1,0
CL101556,23.0,Lima,Postpago Premium,Anual,14,111.73,3.9,454,0,1,2,0,1,1
CL100386,35.0,La Libertad,Postpago Plus,Anual,18,77.78,42.8,507,0,1,3,9,0,0
CL103846,24.0,Lima,Postpago Plus,18 meses,9,88.05,5.0,441,1,2,1,5,0,0
CL101947,38.0,Arequipa,Postpago Premium,Anual,58,126.12,16.0,672,1,1,1,4,0,0
CL106733,40.0,La Libertad,Postpago Plus,Mensual,9,90.79,11.8,302,1,0,1,3,1,0
CL100625,24.0,Arequipa,Postpago Básico,18 meses,8,48.55,3.2,400,0,1,3,1,0,0
CL101550,45.0,Lima,Prepago,Mensual,16,25.18,7.3,363,0,1,2,0,0,0
CL107394,20.0,Arequipa,Postpago Plus,Anual,34,84.67,15.8,544,1,0,1,0,1,0
CL100072,30.0,Lambayeque,Postpago Plus,Anual,4,63.12,28.5,487,0,1,1,12,1,0
CL106249,18.0,Lima,Prepago,Mensual,2,21.03,17.3,151,1,1,2,0,1,0
CL105402,35.0,Lambayeque,Postpago Básico,Anual,56,57.97,2.8,306,1,0,1,12,1,0
CL102167,69.0,La Libertad,Postpago Básico,Mensual,10,36.21,5.1,455,1,0,2,1,1,0
CL107052,47.0,Lima,Prepago,Mensual,11,24.9,7.1,288,3,0,1,11,1,0
CL105439,,Piura,Prepago,Mensual,12,33.49,5.7,356,2,0,2,0,0,1
CL103236,48.0,Lima,Postpago Premium,Mensual,48,132.76,80.2,593,1,1,1,5,1,0
CL105220,37.0,Cusco,Prepago,Mensual,35,25.72,5.3,321,0,1,2,1,0,0
CL106767,25.0,Lima,Postpago Básico,Anual,69,44.83,17.7,429,1,1,1,0,1,0
CL101672,20.0,Junín,Postpago Plus,Mensual,13,66.72,14.9,554,1,0,1,0,0,0
CL106870,23.0,Lima,Postpago Plus,Mensual,76,90.56,25.6,608,0,0,3,0,1,0
CL104944,30.0,Lima,Postpago Básico,Mensual,57,51.18,50.9,371,0,1,1,1,0,0
CL103491,18.0,Lima,Prepago,Mensual,4,19.96,10.3,540,3,1,1,2,0,0
CL102313,44.0,Junín,Prepago,Mensual,8,24.76,5.0,241,1,1,1,2,1,1
CL105944,27.0,Lima,Prepago,Mensual,30,21.73,12.4,126,3,0,0,1,1,0
CL103682,65.0,Lambayeque,Postpago Básico,Mensual,18,55.97,32.3,552,1,1,0,7,1,0
CL102234,26.0,Lima,Postpago Plus,Anual,83,85.4,12.2,398,1,0,2,0,1,0
CL101176,,La Libertad,Postpago Básico,Anual,3,42.39,9.8,494,0,0,0,3,1,1
CL104365,49.0,Arequipa,Prepago,Mensual,13,22.86,8.7,151,1,0,1,0,1,0
CL103579,18.0,Lima,Prepago,Mensual,3,24.37,,257,0,1,3,7,1,1
CL101945,20.0,Lima,Postpago Premium,18 meses,21,95.47,9.5,434,0,1,1,7,0,0
CL100712,42.0,Lima,Postpago Plus,Mensual,12,66.62,4.1,388,1,3,3,1,1,0
CL101260,18.0,Lima,Prepago,Mensual,67,24.46,2.0,328,0,1,1,4,0,0
CL103114,45.0,Lima,Postpago Básico,Mensual,16,46.49,14.9,318,1,2,1,0,1,0
CL107084,24.0,Lambayeque,Postpago Básico,Mensual,1,50.94,5.5,464,0,1,1,2,1,0
CL102204,30.0,Junín,Prepago,Mensual,34,21.7,7.7,540,0,2,1,4,1,0
CL101558,34.0,Junín,Postpago Básico,18 meses,8,45.31,14.2,327,0,2,3,3,1,0
CL106954,31.0,La Libertad,Postpago Plus,Anual,24,65.01,18.7,503,0,0,2,1,0,1
CL102433,33.0,Lima,Prepago,Mensual,15,22.31,5.2,123,2,1,4,1,0,0
CL103088,34.0,Lima,Postpago Básico,Mensual,12,46.54,10.5,311,0,1,0,0,1,0
CL101259,43.0,Lima,Postpago Premium,Mensual,8,87.61,,464,0,0,0,2,0,0
CL104231,52.0,Junín,Prepago,Mensual,42,32.39,19.3,425,0,1,2,3,0,0
CL105756,30.0,La Libertad,Prepago,Mensual,41,25.22,4.7,317,0,0,2,13,1,0
CL100994,22.0,Lima,Postpago Premium,18 meses,38,114.63,15.7,458,0,2,1,0,1,0
CL102942,28.0,Lima,Postpago Plus,Mensual,1,71.38,14.7,448,0,0,1,0,1,0
CL101685,46.0,Piura,Prepago,Mensual,25,27.03,12.4,271,2,0,4,9,0,1
CL102537,26.0,Áncash,Prepago,Mensual,9,19.97,11.5,182,0,0,3,11,1,1
CL104457,30.0,Lima,Postpago Básico,18 meses,18,30.88,7.0,323,1,1,0,11,1,0
CL104748,21.0,Lima,Postpago Plus,Mensual,11,50.47,22.4,517,1,1,0,4,0,0
CL103738,57.0,Cusco,Postpago Plus,Anual,42,61.72,24.5,448,1,0,1,9,0,0
CL101475,60.0,Piura,Postpago Básico,Anual,4,35.09,9.3,554,0,0,2,2,1,0
CL106648,60.0,Lambayeque,Postpago Premium,Mensual,2,135.13,18.4,665,0,2,1,0,1,0
CL101794,64.0,Áncash,Postpago Premium,18 meses,10,118.48,7.5,513,1,1,2,3,0,0
CL100120,44.0,Lima,Postpago Básico,Mensual,9,52.05,4.2,356,1,1,1,4,1,0
CL105791,18.0,Lambayeque,Postpago Plus,Mensual,27,65.8,26.1,296,1,0,1,6,1,0
CL107456,51.0,La Libertad,Postpago Plus,Mensual,21,62.21,14.4,423,0,0,2,0,1,0
CL105998,37.0,Cusco,Postpago Plus,Anual,7,83.48,21.9,625,0,0,1,2,0,1
CL107088,42.0,Lima,Prepago,Mensual,17,24.32,11.1,261,0,0,3,1,0,0
CL103571,27.0,Lima,Prepago,Mensual,37,22.04,8.7,501,0,1,0,1,1,0
CL104539,37.0,Lima,Prepago,Mensual,46,20.43,9.2,431,2,0,0,1,0,0
CL102869,59.0,La Libertad,Prepago,Mensual,20,30.73,18.2,155,0,1,1,1,1,0
CL101575,18.0,Lambayeque,Prepago,Mensual,25,23.27,13.0,601,3,0,1,0,0,1
CL100834,36.0,Lima,Postpago Plus,Mensual,35,62.97,23.8,550,2,1,0,2,1,0
CL101451,42.0,Arequipa,Postpago Básico,Anual,24,46.75,14.5,491,0,1,2,1,0,0
CL100403,36.0,Lima,Prepago,Mensual,39,20.65,17.5,281,3,0,1,1,0,0
CL101838,25.0,Arequipa,Postpago Plus,Anual,2,73.87,7.9,520,3,3,0,9,1,0
CL104111,18.0,La Libertad,Postpago Plus,Mensual,26,79.74,16.0,606,1,0,2,4,1,0
CL105651,45.0,Piura,Postpago Básico,Anual,4,51.9,8.1,324,2,1,1,3,1,0
CL105685,51.0,Arequipa,Prepago,Mensual,22,20.77,0.8,227,0,0,1,2,0,0
CL106706,47.0,Piura,Prepago,Mensual,29,28.74,14.3,366,1,1,0,0,1,0
CL104646,37.0,La Libertad,Postpago Premium,Mensual,54,98.13,52.7,479,2,0,0,4,1,0
CL100341,40.0,Lima,Postpago Premium,Mensual,1,106.44,24.6,568,1,1,2,0,0,0
CL106374,33.0,Lima,Prepago,Mensual,5,22.32,10.5,235,1,3,1,5,0,1
CL104177,50.0,Arequipa,Postpago Premium,18 meses,12,88.04,20.4,448,0,0,3,5,0,0
CL103133,35.0,Lambayeque,Prepago,Mensual,56,22.95,2.1,569,2,2,1,1,1,0
CL103551,32.0,La Libertad,Postpago Básico,Anual,15,40.9,13.8,296,1,1,1,1,1,1
CL103688,38.0,Lambayeque,Postpago Básico,Mensual,79,40.33,8.2,454,0,4,2,1,1,0
CL101577,27.0,Arequipa,Postpago Plus,18 meses,7,76.95,9.0,441,0,1,1,1,1,0
CL100952,54.0,La Libertad,Prepago,Mensual,23,25.04,4.7,253,0,1,2,0,1,0
CL101637,48.0,Lambayeque,Postpago Premium,Mensual,29,140.75,64.9,233,0,0,2,2,1,0
CL106116,36.0,Lima,Postpago Básico,Mensual,1,46.34,7.2,248,0,2,0,3,1,0
CL104025,18.0,Arequipa,Postpago Premium,Mensual,42,126.19,26.0,417,0,0,3,4,1,0
CL105500,,Lima,Prepago,Mensual,4,20.93,15.1,424,0,2,0,3,1,0
CL106215,28.0,Lima,Prepago,Mensual,17,29.99,11.7,379,3,1,0,1,1,0
CL104375,29.0,Junín,Prepago,Mensual,29,26.78,0.9,264,0,2,1,0,1,0
CL106742,28.0,Junín,Prepago,Mensual,17,23.16,,421,0,4,2,1,0,1
CL101239,54.0,Áncash,Prepago,Mensual,44,29.35,7.1,369,2,1,0,1,0,0
CL105145,37.0,La Libertad,Postpago Plus,Anual,82,77.79,7.5,427,0,1,0,4,0,0
CL102150,60.0,Lima,Postpago Básico,Mensual,22,49.69,27.2,299,1,0,5,0,1,0
CL107355,33.0,Lima,Postpago Básico,Anual,3,41.57,8.7,493,1,2,0,7,1,0
CL105108,18.0,Junín,Postpago Básico,Mensual,64,49.41,5.4,331,0,0,0,0,1,0
CL106990,36.0,Piura,Prepago,Mensual,1,22.53,0.4,127,0,0,1,3,1,0
CL100395,27.0,Lima,Postpago Básico,Mensual,16,43.95,13.1,254,0,1,1,3,0,0
CL105716,26.0,La Libertad,Postpago Plus,Mensual,17,65.59,25.3,359,2,1,2,1,1,0
CL106486,41.0,Lambayeque,Prepago,Mensual,4,27.61,17.9,438,2,0,0,1,0,0
CL104233,53.0,Lambayeque,Postpago Plus,Anual,96,94.56,28.2,558,1,2,0,12,1,0
CL102349,35.0,Lima,Prepago,Mensual,5,23.83,5.6,356,3,1,1,1,0,0
CL100880,49.0,La Libertad,Postpago Básico,Mensual,37,50.58,12.6,375,0,1,2,0,0,1
CL104828,29.0,Arequipa,Postpago Plus,Mensual,52,81.93,22.8,574,1,1,2,0,1,0
CL106786,44.0,Arequipa,Postpago Básico,Anual,56,37.34,23.4,438,0,0,1,24,1,0
CL102411,49.0,Lima,Postpago Premium,Anual,19,94.44,33.7,332,0,1,6,0,1,0
CL104731,18.0,Lima,Postpago Premium,Anual,21,111.36,16.8,190,1,2,1,7,1,0
CL102898,39.0,Piura,Postpago Básico,Anual,21,48.53,13.8,561,2,1,0,5,0,0
CL103290,30.0,La Libertad,Prepago,Mensual,41,21.98,4.5,239,0,1,3,7,1,0
CL106868,28.0,Áncash,Postpago Básico,Mensual,25,46.72,16.7,190,0,0,2,1,0,1
CL106088,79.0,Lima,Prepago,Mensual,63,28.33,5.0,237,1,0,2,5,0,0
CL104500,27.0,Lima,Prepago,Mensual,29,26.65,8.9,168,2,0,0,1,1,0
CL106179,26.0,Cusco,Postpago Básico,Anual,12,50.59,5.0,387,0,0,0,13,1,0
CL105674,23.0,Lima,Postpago Básico,Mensual,11,45.67,13.4,397,0,0,1,0,1,0
CL106978,27.0,La Libertad,Postpago Plus,Mensual,1,77.28,21.2,494,0,0,1,6,1,0
CL103406,18.0,Lima,Postpago Básico,Anual,59,47.31,15.2,299,1,0,0,6,0,0
CL103998,57.0,Áncash,Prepago,Mensual,7,24.16,9.3,149,0,0,1,3,1,0
CL104983,25.0,Arequipa,Prepago,Mensual,1,22.76,3.6,286,1,0,1,0,1,0
CL103144,28.0,Áncash,Postpago Plus,Mensual,69,67.07,11.4,510,3,0,2,1,1,0
CL100738,35.0,Arequipa,Postpago Básico,18 meses,27,41.83,11.2,409,0,1,1,4,0,0
CL106313,24.0,Lima,Prepago,Mensual,61,26.91,3.9,299,2,2,0,4,1,0
CL101091,76.0,Lima,Postpago Básico,Anual,6,30.3,14.9,614,0,2,2,0,0,0
CL107459,18.0,Lima,Postpago Básico,18 meses,9,43.53,23.4,454,0,1,2,17,1,0
CL105029,43.0,Lima,Prepago,Mensual,1,35.58,5.7,304,1,1,1,5,1,0
CL104787,28.0,Cusco,Postpago Plus,Mensual,52,82.03,4.8,738,2,0,1,5,0,0
CL104323,47.0,Arequipa,Prepago,Mensual,21,27.76,9.0,156,1,0,1,0,1,0
CL100482,48.0,Cusco,Postpago Básico,Mensual,25,43.02,4.4,386,0,0,1,4,0,0
CL104959,48.0,Lambayeque,Postpago Plus,18 meses,22,58.7,16.2,446,0,1,0,11,1,0
CL100242,55.0,La Libertad,Prepago,Mensual,21,26.26,6.4,334,1,2,1,20,0,1
CL102039,28.0,Lima,Postpago Plus,18 meses,6,77.17,23.7,520,0,0,1,1,1,1
CL104138,,Áncash,Postpago Plus,Anual,43,88.11,6.9,515,1,1,1,2,1,0
CL106680,35.0,Arequipa,Postpago Básico,Mensual,11,42.1,,405,1,2,2,10,0,0
CL106872,18.0,Lima,Postpago Básico,Mensual,16,35.83,,253,1,0,3,2,1,0
CL103572,30.0,Lima,Prepago,Mensual,13,24.9,6.0,354,0,1,2,1,0,0
CL106826,35.0,Lima,Prepago,Mensual,59,26.95,7.5,388,0,0,1,2,1,0
CL106449,41.0,Lambayeque,Postpago Plus,Anual,9,83.2,6.0,370,1,1,1,1,1,0
CL103451,50.0,Lima,Postpago Básico,Mensual,48,43.66,4.7,469,0,1,3,2,1,1
CL100683,46.0,Junín,Postpago Básico,Mensual,2,49.34,14.1,484,0,1,4,3,1,1
CL105700,48.0,Piura,Postpago Plus,18 meses,74,58.61,8.9,359,1,0,1,6,1,0
CL105307,42.0,Lima,Prepago,Mensual,3,30.14,8.7,337,1,1,3,1,0,0
CL104225,53.0,Lima,Postpago Plus,Anual,8,68.94,2.0,395,0,1,2,1,0,0
CL103003,50.0,Arequipa,Postpago Plus,Anual,37,83.56,12.0,494,2,0,2,1,0,0
CL106728,56.0,Arequipa,Postpago Plus,Anual,41,75.83,21.5,391,1,2,2,3,0,0
CL100411,50.0,Lima,Postpago Básico,Anual,5,41.01,16.4,482,2,0,0,1,1,0
CL100141,20.0,Junín,Postpago Básico,Mensual,15,52.47,15.1,229,0,0,4,3,0,0
CL106139,40.0,Áncash,Postpago Básico,18 meses,19,38.63,26.3,468,0,1,1,5,0,0
CL106772,46.0,Cusco,Postpago Básico,Mensual,26,37.12,15.5,401,0,2,2,6,1,0
CL100142,40.0,Lima,Postpago Premium,18 meses,1,137.29,17.3,602,0,0,1,0,1,0
CL103107,31.0,Lima,Postpago Básico,Mensual,96,47.28,6.6,269,0,0,4,2,1,0
CL105941,32.0,Lima,Postpago Básico,Mensual,12,48.67,9.6,253,0,0,1,1,1,0
CL106979,18.0,Lambayeque,Postpago Plus,Anual,15,62.22,9.7,520,2,1,0,2,1,0
CL106972,34.0,Lima,Prepago,Mensual,46,21.31,,294,0,0,4,3,0,1
CL104678,56.0,Lima,Prepago,Mensual,10,20.89,8.0,309,1,0,2,4,1,1
CL100337,38.0,La Libertad,Postpago Plus,Anual,9,70.0,22.9,560,1,2,2,1,0,0
CL101344,40.0,Áncash,Postpago Premium,Mensual,7,135.99,49.1,355,2,1,2,1,1,0
CL105871,33.0,Lima,Prepago,Mensual,9,26.07,2.4,439,2,2,0,12,1,0
CL103276,18.0,Lima,Postpago Básico,Mensual,33,44.22,7.4,266,1,0,2,0,1,0
CL104349,18.0,Cusco,Postpago Plus,Anual,8,64.37,35.8,267,0,2,2,0,1,1
CL101935,49.0,Lima,Prepago,Mensual,33,29.33,3.6,436,0,0,0,0,1,0
CL102464,47.0,Arequipa,Prepago,Mensual,40,28.09,10.1,475,2,1,0,10,0,0
CL105774,47.0,Lima,Prepago,Mensual,19,27.78,8.7,222,0,1,0,3,1,0
CL100862,27.0,Cusco,Postpago Plus,Mensual,8,67.3,35.2,446,2,0,0,0,0,0
CL106584,40.0,Cusco,Postpago Básico,18 meses,15,39.05,7.8,363,0,2,1,1,1,0
CL107328,39.0,Lima,Prepago,Mensual,23,27.89,9.0,441,1,3,0,2,0,0
CL100491,34.0,Cusco,Postpago Básico,Mensual,18,43.3,23.7,489,1,2,0,4,1,1
CL102910,28.0,Arequipa,Postpago Plus,Anual,39,61.51,17.1,454,0,1,1,2,0,0
CL105873,45.0,Piura,Prepago,Mensual,5,24.5,6.4,328,0,0,2,4,0,0
CL100617,58.0,Arequipa,Prepago,Mensual,41,17.47,8.1,175,0,1,3,1,1,0
CL103709,55.0,Junín,Postpago Plus,Anual,29,64.77,9.3,295,1,1,0,12,0,0
CL107018,27.0,Arequipa,Prepago,Mensual,96,27.32,,349,1,1,1,16,1,0
CL103002,63.0,Lima,Prepago,Mensual,13,22.9,13.2,252,2,2,5,2,0,1
